action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,source,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,collected,preserved,analyzed,acidified,volume,lab_technician,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,extraction_duration,extraction_method,initial_extraction_volume,volume_filtered_ml,final_extraction_volume,tac_peak,_19_but,_19_hex,alpha_carotene,alloxanthin,antheraxanthin,beta_carotene,c2mgdg,chl_a,chl_b,chl_c1,chl_c1_c2,chl_c2,chl_c3,chl_ide_a,chla_allomer,chla_prime,diadinoxanthin,diatoxanthin,dv_chl_a,fuco,gyroxanthin_diester,lutein,me_chlide,mgdvp,neoxanthin,peri,phbide,phphyt,prasinoxanthin,violaxanthin,zeaxanthin,total_chl_a,all_chl_a,all_chl_a_flag,analyzing_lab,comments,quality_log,row_flag,quality_level
,167504,1,2016-09-22,CALVERT,HAKAI,"KWAK,KWAK_PP",4,PRUTH,M,,CX6130,5,,2016-09-22 09:13:41,2016-09-22 10:06:00,2018-05-28 00:00:00,,1000,"Bryn,Emma,Lawren,Kate,Justin",1,,,,,,,,1000,,,0.020017642,0.025893923,0.034740896,0.054857496,7.52139E-18,0.070590899,,1.164699765,0.068398088,,0.146784452,,0,0.137917243,0.053168186,0.083698575,0.057539083,0.007794815,,0.431774984,0,0.003718281,,,0.025636188,0.126331422,,,0.01142959,0.026188564,0.017018238,1.302617007,1.439483768,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Date has been corrected from 2016-09-21 to 2016-09-223: Metadata QCd by BF",Results,Technicianmr
,167504,1,2016-09-22,CALVERT,HAKAI,"KWAK,KWAK_PP",4,PRUTH,M,,CX6131,10,,2016-09-22 09:13:41,2016-09-22 10:06:00,,,1000,"Bryn,Emma,Lawren,Kate,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Date has been corrected from 2016-09-21 to 2016-09-222: Metadata QCd by BF",Collected,Technicianm
,167504,1,2016-09-22,CALVERT,HAKAI,"KWAK,KWAK_PP",4,PRUTH,M,,CX6132,20,,2016-09-22 09:13:41,2016-09-22 10:06:00,,,1000,"Bryn,Emma,Lawren,Kate,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Date has been corrected from 2016-09-21 to 2016-09-222: Metadata QCd by BF",Collected,Technicianm
,167504,1,2016-09-22,CALVERT,HAKAI,"KWAK,KWAK_PP",4,PRUTH,M,,CX6133,30,,2016-09-22 09:13:41,2016-09-22 10:06:00,,,1000,"Bryn,Emma,Lawren,Kate,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Date has been corrected from 2016-09-21 to 2016-09-222: Metadata QCd by BF",Collected,Technicianm
,167568,1,2016-09-22,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2704,0,,2016-09-22 11:15:49,2016-09-22 11:40:58,2018-01-23 00:00:00,,1000,"Rebecca,Rachel Walker",1,,,,,24 hr,soak+sonic,5,1000,5.478696189,248426,0.052161039,0.048636867,,0.202570222,,0.090454936,0,2.987648486,0.40917462,0.02686851,,0.208467101,0.068768291,0,,,0.15427142,0.136180932,0,0.700266627,,0.060963016,0,0.042414044,0.070586045,0,0,0,0.086196998,0.021748668,0.251719765,2.987648486,,,DFO-IOS,,"1: Analyzed by Nina Nemcek at DFO-IOS2: Checked by KH",Results,Technicianmr
,167568,1,2016-09-22,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2705,5,,2016-09-22 11:15:49,2016-09-22 11:40:58,2018-05-28 00:00:00,,1000,"Rebecca,Rachel Walker",1,,,,,,,,1000,,,0.045605969,0.027285092,0.081700022,0.149613053,4.1746E-18,0.106995634,,1.585347031,0.205191102,,0.138867001,,0.065063069,0,0.048862447,0.094289656,0.060751648,0.032202996,,0.35397501,0.013094691,0.006514873,,,0.03363903,0.052928619,,,0.047545558,0.020044673,0.127815977,1.739469608,1.882621712,,USC,,"1: Checked by KH2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD",Results,Technicianmr
,167568,1,2016-09-22,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX3150,10,,2016-09-22 11:15:49,2016-09-22 11:40:58,2018-05-28 00:00:00,,750,"Rebecca,Rachel Walker",1,,,,,,,,750,,,0.012590792,0.00781306,0.042066164,0.061990309,5.78539E-18,0.063670079,,0.826411921,0.113496048,,0.048322875,,0.009537839,0,0.026904011,0.057102921,0.019163683,0.007916463,,0.170799614,0.007979683,0.001644141,,,0.013690279,0.008174872,,,0.021744664,0.007088839,0.077492973,0.849005325,0.933012257,,USC,,"1: Checked by KH2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD",Results,Technicianmr
,167568,1,2016-09-22,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX3151,20,,2016-09-22 11:15:49,2016-09-22 11:40:58,,,1000,"Rebecca,Rachel Walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,167568,1,2016-09-22,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX3153,30,,2016-09-22 11:15:49,2016-09-22 11:40:58,,,1000,"Rebecca,Rachel Walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,167548,1,2016-09-23,CALVERT,HAKAI,FZH,1,FZH01,M,,CX6134,5,,2016-09-23 12:48:54,2016-09-23 13:05:35,2018-05-28 00:00:00,,1000,"Bryn,Emma,Lawren,Kate H",1,,,,,,,,1000,,,0.016469716,0.019001398,0.029358966,0.04157109,7.49931E-18,0.138579919,,2.127261089,0.07236877,,0.251528602,,0,0.183632133,0.067105807,0.107599096,0.085623509,0.035120445,,0.819571685,0,0,,,0.020368875,0.121719281,,,0.00608872,0.020358724,0.004085035,2.310893222,2.485598125,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,167554,1,2016-09-24,CALVERT,HAKAI,"QCSD,QCS_V1",1,QCS01,M,,CX6135,5,,2016-09-24 08:36:06,2016-09-24 12:55:54,2018-05-28 00:00:00,,840,"Emma,Lawren,Kate,Justin",1,,,,,,,,840,,,0.009671163,0.023094734,0.023237981,0.015192092,9.50089E-18,0.118569239,,1.847563255,0.013508594,,0.178234127,,0,0.090875141,0.077006656,0.095327203,0.065331018,0,,0.763393375,0,0.004527187,,,0.006522344,0.074303018,,,0.002266124,0.009212684,0.0046601,1.938438396,2.110772254,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,167579,1,2016-09-24,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3147,0,,2016-09-24 09:45:36,2016-09-24 10:30:26,,,1000,Rebecca,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,167579,1,2016-09-24,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3148,5,,2016-09-24 09:45:36,2016-09-24 10:30:26,2018-05-28 00:00:00,,1000,Rebecca,1,,,,,,,,1000,,,0.020373999,0.021192741,0.063779856,0.080060846,4.76787E-18,0.063969214,,0.848441708,0.140645626,,0.081465845,,0,0.091440668,0.050094163,0.045981862,0.034900829,0.008223556,,0.20352947,0.007408764,0.004642115,,,0.037845342,0.045107872,,,0.043920696,0.02028614,0.076970227,0.939882375,1.0359584,,USC,,"1: Checked by KH2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD",Results,Technicianmr
,167579,1,2016-09-24,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3149,10,,2016-09-24 09:45:36,2016-09-24 10:30:26,,,1000,Rebecca,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,167579,1,2016-09-24,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3165,20,,2016-09-24 09:45:36,2016-09-24 10:30:26,,,800,Rebecca,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,167579,1,2016-09-24,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3166,30,,2016-09-24 09:45:36,2016-09-24 10:30:26,,,1000,Rebecca,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,168586,1,2016-09-28,CALVERT,HAKAI,RVRS,1,DFO2,M,,CX6136,5,,2016-09-28 14:19:27,2016-09-28 14:43:18,2018-05-28 00:00:00,,1000,"bryn.fedje,emma.myers,lucy.quayle,Justin",1,,,,,,,,1000,,,0,0,0.017322441,0.025939219,7.96046E-18,0,,0.538976915,0.084866373,,0.032074395,,0,0.007231805,0.020791094,0.034463418,0.01021577,0,,0.138174501,0,0.001914905,,,0.014789486,0.014508445,,,0.015366951,0.006996066,0.00260382,0.54620872,0.601463232,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,176952,1,2016-09-30,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX6137,0,,2016-09-30 10:45:17,2016-09-30 10:55:34,2018-05-28 00:00:00,,1000,"emma.myers,lucy.quayle,nelson,Justin",1,,,,,,,,1000,,,0,0,0.034153364,0.041591151,7.03938E-18,0.339183799,,3.613314348,0.123224193,,0.690817926,,0,0.422027135,0.059128488,0.228603671,0.125290292,0.017131316,,1.139184116,0,0.004574536,,,0.017841033,0.142812933,,,0.004870327,0.029802051,0.012370935,4.035341483,4.323073642,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,176952,1,2016-09-30,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX6138,5,,2016-09-30 10:45:17,2016-09-30 10:55:34,2018-05-28 00:00:00,,1000,"emma.myers,lucy.quayle,nelson,Justin",1,,,,,,,,1000,,,0,0,0.01580336,0.023844725,7.85161E-18,0.069192305,,1.319979582,0.029852837,,0.112123591,,0,0.064361294,0.035113035,0.070399185,0.029205607,0,,0.487497837,0,0.00192414,,,0,0.026517884,,,0.003432295,0.008530516,0.006126818,1.384340876,1.489853096,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,176952,1,2016-09-30,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX6139,10,,2016-09-30 10:45:17,2016-09-30 10:55:34,2018-05-28 00:00:00,,1000,"emma.myers,lucy.quayle,nelson,Justin",1,,,,,,,,1000,,,0,0.004551573,0.009164804,0.021937753,7.65432E-18,0,,0.646301754,0.016240865,,0.047771068,,0,0.010382472,0.021124244,0.040223307,0.014620737,0,,0.246265611,0,0.000973832,,,0.005279717,0.017581829,,,0.002947831,0.00264153,0.005380958,0.656684225,0.718031776,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,176952,1,2016-09-30,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX6140,20,,2016-09-30 10:45:17,2016-09-30 10:55:34,2018-05-28 00:00:00,,1000,"emma.myers,lucy.quayle,nelson,Justin",1,,,,,,,,1000,,,0,0,0,0.010520798,6.79832E-18,0.032689379,,0.424749984,0.011193252,,0.061503885,,0,0.030789606,0.026756945,0.026967809,0.015237894,0.001530792,,0.148233629,0,0,,,0.008080582,0.019960827,,,0.001762886,0.004571917,0.003015671,0.45553959,0.509264344,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,176952,1,2016-09-30,CALVERT,HAKAI,KWAK_PP,1,PRUTH,M,,CX6141,30,,2016-09-30 10:45:17,2016-09-30 10:55:34,,,1000,"emma.myers,lucy.quayle,nelson,Justin",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Metadata QCd by BF,Collected,Technicianm
,176993,1,2016-10-02,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2914,0,,2016-10-02 10:03:04,2016-10-02 15:10:42,2018-01-23 00:00:00,,1000,rebecca.piercey,1,,,,,24 hr,soak+sonic,5,1000,5.364506405,248426,0.082830547,0.073632,,0.248618573,,0.152360981,0.017330572,3.767316403,0.642878227,0.02042929,,0.260925763,0.100466602,0,,,0.129630509,0.039821255,0,0.866632756,,0,0,0.062744975,0.079718792,0,0,0,0.130434465,0.057773307,0.396075103,3.767316403,,,DFO-IOS,,"1: Analyzed by Nina Nemcek at DFO-IOS2: Checked by KH",Results,Technicianmr
,176993,1,2016-10-02,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2915,5,,2016-10-02 10:03:04,2016-10-02 15:10:42,2018-05-28 00:00:00,,1000,rebecca.piercey,1,,,,,,,,1000,,,0.035226696,0.036893273,0.077916244,0.109799422,4.2783E-18,0.138423524,,1.346215994,0.226544249,,0.131381761,,0,0.13486774,0.030549998,0.068684734,0.073030856,0.022817678,,0.351331128,0.02152969,0.009898084,,,0.053055641,0.064279635,,,0.054264839,0.027773753,0.145843133,1.481083734,1.580318466,,USC,,"1: Checked by KH2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD",Results,Technicianmr
,176993,1,2016-10-02,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2916,10,,2016-10-02 10:03:04,2016-10-02 15:10:42,,,1000,rebecca.piercey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,176993,1,2016-10-02,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2917,20,,2016-10-02 10:03:04,2016-10-02 15:10:42,,,1000,rebecca.piercey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,176993,1,2016-10-02,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2918,30,,2016-10-02 10:03:04,2016-10-02 15:10:42,,,1000,rebecca.piercey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1: Checked by KH,Collected,Technicianm
,177477,1,2016-10-12,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2919,0,,2016-10-12 10:23:22,2016-10-12 10:30:21,2018-01-23 00:00:00,,1000,"rebecca.piercey,rachel.walker",1,,,,,24 hr,soak+sonic,5,1000,5.357634261,248426,0.024200054,0.024621125,,0.122075266,,0.107713026,0,2.895294951,0.483173972,0,,0.180633975,0.056516334,0,,,0.113051754,0.067729402,0,0.619885403,,0,0,0.04827551,0.068763337,0,0,0,0.137112768,0.040732941,0.38982364,2.895294951,,,DFO-IOS,,"1: 100 m POM YSI was not taken until much later after collection. Temperature reading is likely not accurate because it was sitting in a cooler.2: Analyzed by Nina Nemcek at DFO-IOS3: Checked by KH",Results,Technicianmr
,177477,1,2016-10-12,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2920,5,,2016-10-12 10:23:22,2016-10-12 10:30:21,2018-05-28 00:00:00,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,1000,,,0.02721434,0.004170231,0.033694878,0.046789374,4.57228E-18,0.070234353,,0.84182004,0.162220336,,0.095409377,,0.047482932,0,0.038733731,0.059579447,0.025066276,0.004971503,,0.257110891,0.007488591,0.003186806,,,0.040520528,0.044732936,,,0.041323744,0.014437813,0.082334651,0.954298469,1.052611646,,USC,,"1: 100 m POM YSI was not taken until much later after collection. Temperature reading is likely not accurate because it was sitting in a cooler.2: Checked by KH3: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD",Results,Technicianmr
,177477,1,2016-10-12,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2921,10,,2016-10-12 10:23:22,2016-10-12 10:30:21,,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: 100 m POM YSI was not taken until much later after collection. Temperature reading is likely not accurate because it was sitting in a cooler.2: Checked by KH",Collected,Technicianm
,177477,1,2016-10-12,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2922,20,,2016-10-12 10:23:22,2016-10-12 10:30:21,,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: 100 m POM YSI was not taken until much later after collection. Temperature reading is likely not accurate because it was sitting in a cooler.2: Checked by KH",Collected,Technicianm
,177477,1,2016-10-12,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2923,30,,2016-10-12 10:23:22,2016-10-12 10:30:21,,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: 100 m POM YSI was not taken until much later after collection. Temperature reading is likely not accurate because it was sitting in a cooler.2: Checked by KH",Collected,Technicianm
,179862,1,2016-10-20,CALVERT,HAKAI,"KWAK,KWAK_PP",5,PRUTH,M,,CX6142,5,,2016-10-20 10:43:33,2016-10-20 15:47:13,2018-05-28 00:00:00,,1000,"lucy.quayle,Michelle",1,,,,,,,,1000,,,0.008895755,0.013203691,0,0.024062451,1.40064E-17,0,,0.558301049,0.076465656,,0.089060489,,0,0.044432865,0,0.013514713,0.024873298,0,,0.161071396,0,0.001536994,,,0.014005008,0.071741181,,,0.013727906,0.013832553,0.012191306,0.602733915,0.616248627,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF | Corrected from the 25th to the 20th",Results,Technicianmr
,179884,1,2016-10-20,QUADRA,HAKAI,QOMD,2,QU29,M,,QX2277,0,,2016-10-20 11:08:29,2016-10-20 15:22:51,,,1000,"brett.johnson,rachel.walker,kate.holmes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: Did not collect primary production. We were scheduled to but did not due to weather. Forgot to bring dry ice into field for HPLC and POM FA.",Collected,Technicianm
,179884,1,2016-10-20,QUADRA,HAKAI,QOMD,2,QU29,M,,QX2278,5,,2016-10-20 11:08:29,2016-10-20 15:22:51,2018-05-28 00:00:00,,1000,"brett.johnson,rachel.walker,kate.holmes",1,,,,,,,,1000,,,0.002704346,0.004842538,0.014162944,0.023671698,4.36124E-18,0.030037709,,0.354277335,0.062646625,,0.025268867,,0,0.013738031,0.010737109,0.022497731,0.010480037,0.001906856,,0.088028871,0.003208293,0.001693904,,,0.010911459,0.007803207,,,0.012987845,0.005445115,0.032836143,0.368015367,0.401250207,,USC,,"1: Checked by KH2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD3: Did not collect primary production. We were scheduled to but did not due to weather. Forgot to bring dry ice into field for HPLC and POM FA.",Results,Technicianmr
,179884,1,2016-10-20,QUADRA,HAKAI,QOMD,2,QU29,M,,QX2937,10,,2016-10-20 11:08:29,2016-10-20 15:22:51,,,1000,"brett.johnson,rachel.walker,kate.holmes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: Did not collect primary production. We were scheduled to but did not due to weather. Forgot to bring dry ice into field for HPLC and POM FA.",Collected,Technicianm
,179884,1,2016-10-20,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3171,20,,2016-10-20 11:08:29,2016-10-20 15:22:51,,,1000,"brett.johnson,rachel.walker,kate.holmes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: Did not collect primary production. We were scheduled to but did not due to weather. Forgot to bring dry ice into field for HPLC and POM FA.",Collected,Technicianm
,179884,1,2016-10-20,QUADRA,HAKAI,QOMD,2,QU29,M,,QX3172,30,,2016-10-20 11:08:29,2016-10-20 15:22:51,,,1000,"brett.johnson,rachel.walker,kate.holmes",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: Did not collect primary production. We were scheduled to but did not due to weather. Forgot to bring dry ice into field for HPLC and POM FA.",Collected,Technicianm
,179879,1,2016-10-21,CALVERT,HAKAI,FZH,3,FZH01,M,,CX6144,5,,2016-10-21 10:56:56,2016-10-21 15:26:16,2018-05-28 00:00:00,,1000,"bryn.fedge,lucy.quayle,lawren.mcnab",1,,,,,,,,1000,,,0.004053959,0.007376933,0,0.024407262,1.25422E-17,0,,0.473876668,0.078690972,,0.040434564,,0,0.011368423,0.015401554,0.010437998,0.012457111,0,,0.143179565,0,0,,,0.011953092,0.021442782,,,0.016323877,0.009041661,0.012478719,0.485245091,0.511084643,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF",Results,Technicianmr
,182310,1,2016-10-22,CALVERT,HAKAI,QCS_V1,2,QCS01,M,,CX6143,5,,2016-10-22 10:25:05,2016-10-22 13:11:47,2018-05-28 00:00:00,,1000,"bryn.fedge,lucy.quayle,lawren.mcnab",1,,,,,,,,1000,,,0.044565706,0.030325425,0,0.039127953,1.164E-17,0.060942096,,1.137699916,0.015059866,,0.225273708,,0.083114436,0,0.02953562,0.038805194,0.068751733,0.005104479,,0.659712234,0,0,,,0.029110957,0.092421191,,,0.030835963,0.020120613,0.005509404,1.334582899,1.402923713,,USC,,"1: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD2: Metadata QCd by BF | corrected from the 25th to the 22nd3: Samples collected without CTD on the line",Results,Technicianmr
,179886,1,2016-10-22,QUADRA,HAKAI,QOMA1,3,QU39,M,,QM82,0,,2016-10-22 11:59:32,2016-10-22 12:15:56,,,0,"rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH, there was no water collected at 0m during drop 3 this day.2: Surface was not collected.",Not Available,Technicianm
,179886,1,2016-10-22,QUADRA,HAKAI,QOMA1,3,QU39,M,,QX2925,5,,2016-10-22 11:59:32,2016-10-22 12:15:56,2018-05-28 00:00:00,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,1000,,,0.004434642,0.00683026,0.023238077,0.034520534,5.12474E-18,0.025811225,,0.511367933,0.094279778,,0.04436105,,0.012765338,0,0.041893271,0.022410745,0.010851248,0.001730154,,0.11650093,0.00268114,0.001585189,,,0.013076383,0.0103477,,,0.016672408,0.008456659,0.029514144,0.541606696,0.605910712,,USC,,"1: Checked by KH2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD3: Surface was not collected.",Results,Technicianmr
,179886,1,2016-10-22,QUADRA,HAKAI,QOMA1,3,QU39,M,,QX2926,10,,2016-10-22 11:59:32,2016-10-22 12:15:56,,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: Surface was not collected.",Collected,Technicianm
,179886,1,2016-10-22,QUADRA,HAKAI,QOMA1,3,QU39,M,,QX2927,20,,2016-10-22 11:59:32,2016-10-22 12:15:56,,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: Surface was not collected.",Collected,Technicianm
,179886,1,2016-10-22,QUADRA,HAKAI,QOMA1,3,QU39,M,,QX2928,30,,2016-10-22 11:59:32,2016-10-22 12:15:56,,,1000,"rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: Surface was not collected.",Collected,Technicianm
,184456,1,2016-11-09,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2924,0,,2016-11-09 10:27:42,2016-11-09 10:45:53,2018-01-23 00:00:00,,1000,"kate.lansley,rebecca.piercey,rachel.walker",1,,,,,24 hr,soak+sonic,5,1000,5.471359856,248426,0,0,,0.076374775,,0,0,0.608909403,0.066295185,0,,0.041618965,0,0,,,0,0,0,0.080964115,,0,0,0,0,0,0,0,0,0,0,0.608909403,,,DFO-IOS,,"1: Analyzed by Nina Nemcek at DFO-IOS2: Checked by KH3: No 10m phytoplankton grab sample taken.",Results,Technicianmr
,184456,1,2016-11-09,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2929,5,,2016-11-09 10:27:42,2016-11-09 10:45:53,2018-05-28 00:00:00,,1000,"kate.lansley,rebecca.piercey,rachel.walker",1,,,,,,,,1000,,,0.001477909,0.002464308,0.01224167,0.013773467,4.41898E-18,0,,0.205707291,0.03474728,,0.011638485,,0.00245532,0,0.007933223,0.006887901,0.003140149,0.000930879,,0.049517469,0,0,,,0.004849968,0.002005264,,,0.006592501,0.002192959,0.008945919,0.211523498,0.226344622,,USC,,"1: Checked by KH2: chl c3 and chl-ide a concentrations recalculated/updated by analysis lab - 2018-08-21 JD3: No 10m phytoplankton grab sample taken.",Results,Technicianmr
,184456,1,2016-11-09,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2930,10,,2016-11-09 10:27:42,2016-11-09 10:45:53,,,1000,"kate.lansley,rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: No 10m phytoplankton grab sample taken.",Collected,Technicianm
,184456,1,2016-11-09,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2931,20,,2016-11-09 10:27:42,2016-11-09 10:45:53,,,1000,"kate.lansley,rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: No 10m phytoplankton grab sample taken.",Collected,Technicianm
,184456,1,2016-11-09,QUADRA,HAKAI,QOMA2,3,QU39,M,,QX2932,30,,2016-11-09 10:27:42,2016-11-09 10:45:53,,,1000,"kate.lansley,rebecca.piercey,rachel.walker",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1: Checked by KH2: No 10m phytoplankton grab sample taken.",Collected,Technicianm
,196169,1,2016-11-15,QUADRA,HAKAI,QOMA1,3,QU39,M,,QX2286,0,,2016-11-15 10:31:26,2016-12-04 14:55:07,2018-01-23 00:00:00,,1000,"kate.holmes,rebecca.piercey",1,,,,,24 hr,soak+sonic,5,1000,5.434210066,248426,0,0,,0.048276147,,0,0,0.44350166,0.077373447,0,,0.024788466,0,0,,,0,0,0,0.062846592,,0,0,0,0,0,0,0,0,0,0,0.44350166,,,DFO-IOS,,"1: Analyzed by Nina Nemcek at DFO-IOS2: Metadate checked by RW.3: OM nutrients were not taken",Results,Technicianmr
