action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,project_specific_id,hakai_id,collected,preserved,microbial_sample_type,volume,lab_technician,dna_extraction_date,dna_volume,dna_volume_te_wash,qubit_dna_concentration,stock_dna_concentration,extracting_staff,extracting_lab,p_16s_v4v5_amplified,p_16s_v4_amplified,p_18s_v4_amplified,p_coi_amplified,row_flag,quality_level,comments,quality_log
,372394,1,2018-03-06,QUADRA,HAKAI,QOMA4,2,QU39,M,50.0307000000001,-125.0992,,,,260,262.4596651,,QCC1963,2018-03-06T17:47:43.000Z,2018-03-06T18:02:46.000Z,Cell Count,2,rachel.walker;isabelle.desmarais;Bryn,,,,,,,,,,,,Collected,Technicianm,,1: Location is not the right one. Was pressed by mistake2: Metadata Qc'd by ID
,372394,2,2018-03-06,QUADRA,HAKAI,QOMA4,2,QU39,M,50.0307000000001,-125.0992,,,,260,262.4596651,,QCC1964,2018-03-06T17:47:43.000Z,2018-03-06T18:02:46.000Z,Cell Count,2,rachel.walker;isabelle.desmarais;Bryn,,,,,,,,,,,,Collected,Technicianm,,1: Location is not the right one. Was pressed by mistake2: Metadata Qc'd by ID
,372394,3,2018-03-06,QUADRA,HAKAI,QOMA4,2,QU39,M,50.0307000000001,-125.0992,,,,260,262.4596651,,QMIC2485,2018-03-06T17:47:43.000Z,2018-03-06T18:02:46.000Z,RNA,2000,rachel.walker;isabelle.desmarais;Bryn,,,,,,,,,,,,Collected,Technicianm,,1: Location is not the right one. Was pressed by mistake2: Metadata Qc'd by ID
,372394,4,2018-03-06,QUADRA,HAKAI,QOMA4,2,QU39,M,50.0307000000001,-125.0992,,,,260,262.4596651,,QMIC2490,2018-03-06T17:47:43.000Z,2018-03-06T18:02:46.000Z,DNA,2000,rachel.walker;isabelle.desmarais;Bryn,2018-07-11,163.3,198.6,73.2,7.32,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Location is not the right one. Was pressed by mistake2: Metadata Qc'd by ID3: quantified on 2018-07-12
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,0,,,QCC1965,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,2,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,0,,,QCC1966,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,3,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,0,,,QMIC2491,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,4,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,0,,,QMIC2496,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-08-01,321.8,355.2,117,11.7,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,5,,,QCC1967,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,2,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,5,,,QCC1968,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,3,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,5,,,QMIC2492,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,4,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,5,,,QMIC2497,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-08-01,216.7,256.6,191,19.1,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,10,,,QCC1969,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,2,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,10,,,QCC1970,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,30,,,QCC1971,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,2,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,30,,,QCC1972,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,3,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,30,,,QMIC2493,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,RNA,1800,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,4,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,30,,,QMIC2498,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-08-01,270.1,309.6,47.2,4.72,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,50,,,QCC1973,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,2,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,50,,,QCC1974,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,100,,,QCC1975,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,2,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,100,,,QCC1976,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,3,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,100,,,QMIC2494,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,RNA,1900,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373340,4,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,50.03023806,-125.09857564,,100,,,QMIC2499,2018-03-13T17:34:54.000Z,2018-03-13T20:04:31.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-08-01,326.3,368.1,28.9,2.89,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373339,1,2018-03-13,QUADRA,HAKAI,QOMA5,2,QU39,M,50.0307000000001,-125.0992,50.03013749,-125.09951192,,260,,,QCC1977,2018-03-13T17:09:58.000Z,2018-03-13T19:00:37.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373339,2,2018-03-13,QUADRA,HAKAI,QOMA5,2,QU39,M,50.0307000000001,-125.0992,50.03013749,-125.09951192,,260,,,QCC1978,2018-03-13T17:09:58.000Z,2018-03-13T19:00:37.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373339,3,2018-03-13,QUADRA,HAKAI,QOMA5,2,QU39,M,50.0307000000001,-125.0992,50.03013749,-125.09951192,,260,,,QMIC2495,2018-03-13T17:09:58.000Z,2018-03-13T19:00:37.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373339,4,2018-03-13,QUADRA,HAKAI,QOMA5,2,QU39,M,50.0307000000001,-125.0992,50.03013749,-125.09951192,,260,,,QMIC2500,2018-03-13T17:09:58.000Z,2018-03-13T19:00:37.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-08-01,275.5,313.2,37.3,3.73,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,0,,,QCC1979,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,2,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,0,,,QCC1980,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,3,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,0,,,QMIC2501,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,4,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,0,,,QMIC2506,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-07-11,263.9,304.3,373,37.3,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: lots of phytoplankton on Sterivex. quantified on 2018-07-122: Metadata checked by RP.
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,5,4.8613773,,QCC1981,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,2,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,5,4.8613773,,QCC1982,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,3,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,5,4.8613773,,QMIC2502,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,4,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,5,4.8613773,,QMIC2507,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,DNA,1800,rebecca.piercey;rachel.walker,2018-07-11,247,269.2,600,60,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: lots of phytoplankton on Sterivex. quantified on 2018-07-122: Metadata checked by RP.
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,10,9.9184021,,QCC1983,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,2,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,10,9.9184021,,QCC1984,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,30,29.193887,,QCC1985,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,2,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,30,29.193887,,QCC1986,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,3,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,30,29.193887,,QMIC2503,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,4,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,30,29.193887,,QMIC2508,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-07-11,176.3,210.8,119,11.9,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: quantified on 2018-07-12
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,50,48.0246935,,QCC1987,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,2,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,50,48.0246935,,QCC1988,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,100,98.4109359,,QCC1989,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,2,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,100,98.4109359,,QCC1990,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,3,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,100,98.4109359,,QMIC2504,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,373954,4,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,M,50.0307000000001,-125.0992,50.03000838,-125.09896448,,100,98.4109359,,QMIC2509,2018-03-20T16:57:41.000Z,2018-03-20T18:17:19.000Z,DNA,1900,rebecca.piercey;rachel.walker,2018-07-11,172.4,198.9,78.8,7.88,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: quantified on 2018-07-12
,373953,1,2018-03-20,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03001372,-125.09799828,,260,257.2704303,,QCC1991,2018-03-20T16:23:34.000Z,2018-03-20T16:48:50.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: Surface water collected in two 5L busking instead of one 10-12L.
,373953,2,2018-03-20,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03001372,-125.09799828,,260,257.2704303,,QCC1992,2018-03-20T16:23:34.000Z,2018-03-20T16:48:50.000Z,Cell Count,2,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: Surface water collected in two 5L busking instead of one 10-12L.
,373953,3,2018-03-20,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03001372,-125.09799828,,260,257.2704303,,QMIC2505,2018-03-20T16:23:34.000Z,2018-03-20T16:48:50.000Z,RNA,2000,rebecca.piercey;rachel.walker,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: Surface water collected in two 5L busking instead of one 10-12L.
,373953,4,2018-03-20,QUADRA,HAKAI,QOMA1,2,QU39,M,50.0307000000001,-125.0992,50.03001372,-125.09799828,,260,257.2704303,,QMIC2510,2018-03-20T16:23:34.000Z,2018-03-20T16:48:50.000Z,DNA,2000,rebecca.piercey;rachel.walker,2018-07-11,178.2,213.3,51.4,5.14,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: quantified on 2018-07-123: Surface water collected in two 5L busking instead of one 10-12L.
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,0,,,QCC1993,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,2,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,0,,,QCC1994,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,3,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,0,,,QMIC2511,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,RNA,2000,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,4,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,0,,,QMIC2516,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,DNA,2000,rebecca.piercey;rachel.walker;eva.jordison,2018-06-27,209.6,244.7,230,23,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: quantified 2018-06-29
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,5,4.9168128,,QCC1995,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,2,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,5,4.9168128,,QCC1996,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,3,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,5,4.9168128,,QMIC2512,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,RNA,2000,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,4,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,5,4.9168128,,QMIC2517,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,DNA,2000,rebecca.piercey;rachel.walker;eva.jordison,2018-06-28,204.4,254.4,259,25.9,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: quantified 2018-06-29
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,10,,,QCC1997,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,2,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,10,,,QCC1998,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,30,29.2953453,,QCC1999,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,2,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,30,29.2953453,,QCC2000,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,3,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,30,29.2953453,,QMIC2513,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,RNA,2000,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,4,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,30,29.2953453,,QMIC2518,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,DNA,2000,rebecca.piercey;rachel.walker;eva.jordison,2018-06-28,181.8,231.8,317,31.7,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: quantified 2018-06-29
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,50,,,QCC2001,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,2,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,50,,,QCC2002,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,100,98.5217369,,QCC2003,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,2,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,100,98.5217369,,QCC2004,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,3,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,100,98.5217369,,QMIC2514,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,RNA,2000,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374714,4,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,M,50.0307000000001,-125.0992,,,,100,98.5217369,,QMIC2519,2018-03-27T17:16:10.000Z,2018-03-27T20:18:22.000Z,DNA,2000,rebecca.piercey;rachel.walker;eva.jordison,2018-06-28,205.8,251.6,115,11.5,Rebecca Piercey,QUADRA MARNA LAB,,,,,Collected,Technicianm,,1: Metadata checked by RP.2: quantified 2018-06-29
,374713,1,2018-03-27,QUADRA,HAKAI,QOMA5,2,QU39,M,50.0307000000001,-125.0992,50.03079497,-125.10435992,,260,250.2119814,,QCC2005,2018-03-27T16:43:04.000Z,2018-03-27T19:41:51.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374713,2,2018-03-27,QUADRA,HAKAI,QOMA5,2,QU39,M,50.0307000000001,-125.0992,50.03079497,-125.10435992,,260,250.2119814,,QCC2006,2018-03-27T16:43:04.000Z,2018-03-27T19:41:51.000Z,Cell Count,2,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
,374713,3,2018-03-27,QUADRA,HAKAI,QOMA5,2,QU39,M,50.0307000000001,-125.0992,50.03079497,-125.10435992,,260,250.2119814,,QMIC2515,2018-03-27T16:43:04.000Z,2018-03-27T19:41:51.000Z,RNA,2000,rebecca.piercey;rachel.walker;eva.jordison,,,,,,,,,,,,Collected,Technicianm,,1: Metadata checked by RP.
